Time Slot,Rush Hour,Day,Working Day,City,Area Name,Population,Two-Wheeler Count,Four-Wheeler Count,Weather,Traffic Density
08:00,No,Sunday,No,Bengaluru,Hebbal,290000,702,406,Cloudy,Medium
21:00,Yes,Tuesday,Yes,Chennai,Guindy,1340000,788,163,Sunny,Medium
18:00,Yes,Thursday,Yes,Chennai,Chromepet,1320000,733,320,Cloudy,Medium
11:00,Yes,Wednesday,Yes,Hyderabad,Chandanagar,390000,818,108,Rainy,Medium
13:00,Yes,Monday,Yes,Hyderabad,Shamshabad,310000,102,364,Sunny,Medium
22:00,No,Tuesday,Yes,Kolkata,Joka,530000,822,98,Cloudy,Low
16:00,Yes,Friday,Yes,Kolkata,Joka,530000,802,147,Cloudy,High
18:00,Yes,Saturday,Yes,Hyderabad,Alwal,290000,588,487,Cloudy,Low
18:00,No,Monday,Yes,Kolkata,Esplanade,200000,715,150,Rainy,Medium
08:00,No,Sunday,No,Mumbai,Lower Parel,1550000,953,357,Rainy,Medium
11:00,Yes,Wednesday,Yes,Kolkata,Cossipore,570000,260,357,Rainy,Medium
14:00,No,Wednesday,Yes,Bengaluru,Hulimavu,600000,714,115,Rainy,Medium
13:00,Yes,Wednesday,Yes,Bengaluru,Hulimavu,600000,298,341,Foggy,Low
15:00,Yes,Sunday,No,Mumbai,Juhu Beach,1150000,598,354,Rainy,High
16:00,No,Monday,Yes,Mumbai,Matunga,2300000,431,126,Foggy,Low
10:00,Yes,Friday,Yes,Chennai,T Nagar,800000,932,81,Foggy,High
11:00,No,Saturday,Yes,Hyderabad,Chandanagar,390000,788,137,Sunny,Medium
17:00,Yes,Thursday,Yes,Bengaluru,Majestic,560000,162,193,Rainy,Low
09:00,Yes,Wednesday,Yes,Bengaluru,Yelahanka,270000,557,391,Foggy,Low
15:00,Yes,Wednesday,Yes,Kolkata,Joka,530000,466,80,Foggy,High
12:00,No,Friday,Yes,Chennai,Mylapore,780000,523,302,Rainy,Medium
20:00,Yes,Wednesday,Yes,Kolkata,Esplanade,200000,259,266,Rainy,High
19:00,Yes,Thursday,Yes,Chennai,Anna Nagar,820000,959,153,Rainy,Low
14:00,Yes,Monday,Yes,Bengaluru,Hebbal,290000,524,165,Rainy,Low
19:00,Yes,Thursday,Yes,Chennai,Anna Nagar,820000,682,80,Cloudy,High
14:00,Yes,Sunday,No,Bengaluru,Vijayanagar,260000,830,61,Cloudy,Low
21:00,No,Friday,Yes,Chennai,Royapettah,1200000,175,116,Foggy,High
21:00,No,Tuesday,Yes,Bengaluru,Jayanagar,250000,908,432,Rainy,High
13:00,Yes,Thursday,Yes,Kolkata,Salt Lake,250000,642,459,Foggy,Medium
20:00,Yes,Tuesday,Yes,Bengaluru,Jayanagar,250000,374,370,Sunny,Medium
10:00,Yes,Thursday,Yes,Chennai,Choolaimedu,1140000,403,110,Rainy,Medium
12:00,No,Saturday,Yes,Hyderabad,Alwal,290000,636,365,Rainy,High
08:00,No,Thursday,Yes,Bengaluru,Koramangala,300000,505,447,Rainy,Low
17:00,No,Thursday,Yes,Bengaluru,Vijayanagar,260000,972,311,Sunny,Low
16:00,Yes,Monday,Yes,Kolkata,Rajarhat,240000,787,220,Cloudy,Low
15:00,Yes,Sunday,No,Kolkata,Tangra,510000,437,278,Cloudy,Low
09:00,No,Monday,Yes,Kolkata,Joka,530000,607,295,Sunny,Low
22:00,Yes,Tuesday,Yes,Hyderabad,Alwal,290000,444,447,Cloudy,Low
15:00,Yes,Monday,Yes,Hyderabad,Chandanagar,390000,889,74,Foggy,Low
21:00,Yes,Tuesday,Yes,Bengaluru,Vijayanagar,260000,757,330,Foggy,High
12:00,No,Saturday,Yes,Mumbai,Dadar East,1250000,610,338,Rainy,Medium
20:00,No,Thursday,Yes,Mumbai,Andheri West,1300000,410,101,Foggy,Low
18:00,Yes,Friday,Yes,Hyderabad,Himayatnagar,230000,616,81,Rainy,Low
13:00,No,Wednesday,Yes,Chennai,Chromepet,1320000,101,397,Foggy,Low
10:00,Yes,Saturday,Yes,Bengaluru,Koramangala,300000,577,74,Cloudy,High
22:00,No,Saturday,Yes,Mumbai,Juhu Beach,1150000,490,482,Rainy,Medium
18:00,No,Monday,Yes,Bengaluru,Yelahanka,270000,394,65,Rainy,High
20:00,No,Saturday,Yes,Mumbai,Girgaon,2550000,534,462,Sunny,Low
10:00,Yes,Sunday,No,Kolkata,Esplanade,200000,930,471,Rainy,Low
17:00,No,Sunday,No,Hyderabad,Himayatnagar,230000,902,229,Foggy,Low
14:00,Yes,Monday,Yes,Hyderabad,Nizampet,400000,858,98,Foggy,High
13:00,Yes,Thursday,Yes,Bengaluru,Yelahanka,270000,443,364,Sunny,Medium
20:00,No,Saturday,Yes,Mumbai,Kalbadevi,2450000,744,474,Rainy,High
13:00,Yes,Saturday,Yes,Kolkata,Alipore,550000,278,236,Foggy,Medium
12:00,No,Tuesday,Yes,Mumbai,Kalbadevi,2450000,625,175,Cloudy,Medium
22:00,No,Saturday,Yes,Hyderabad,Nizampet,400000,406,463,Rainy,Low
14:00,Yes,Wednesday,Yes,Bengaluru,MG Road,340000,509,264,Sunny,Low
18:00,No,Thursday,Yes,Kolkata,Joka,530000,336,260,Cloudy,High
16:00,Yes,Friday,Yes,Kolkata,Joka,530000,744,318,Rainy,High
17:00,No,Wednesday,Yes,Bengaluru,Koramangala,300000,847,64,Sunny,Low
13:00,Yes,Monday,Yes,Hyderabad,Charminar,210000,733,361,Foggy,High
09:00,No,Sunday,No,Kolkata,Dum Dum,270000,641,96,Cloudy,Medium
13:00,Yes,Friday,Yes,Kolkata,Salt Lake,250000,196,50,Foggy,Medium
22:00,Yes,Tuesday,Yes,Chennai,Chromepet,1320000,406,360,Sunny,High
20:00,Yes,Saturday,Yes,Hyderabad,Gachibowli,140000,818,434,Cloudy,Low
14:00,Yes,Friday,Yes,Bengaluru,MG Road,340000,451,62,Cloudy,Medium
12:00,Yes,Monday,Yes,Hyderabad,Patancheru,380000,200,365,Cloudy,High
11:00,Yes,Tuesday,Yes,Mumbai,Lower Parel,1550000,695,237,Cloudy,High
17:00,Yes,Friday,Yes,Kolkata,Maniktala,350000,386,300,Sunny,Low
16:00,Yes,Monday,Yes,Chennai,Adyar,850000,933,184,Sunny,Medium
17:00,No,Sunday,No,Mumbai,Dadar East,1250000,206,485,Rainy,High
09:00,No,Tuesday,Yes,Hyderabad,Himayatnagar,230000,633,174,Foggy,Low
20:00,Yes,Wednesday,Yes,Kolkata,Maniktala,350000,699,470,Sunny,Low
12:00,Yes,Tuesday,Yes,Mumbai,Matunga,2300000,559,456,Cloudy,Medium
21:00,Yes,Monday,Yes,Hyderabad,Shamshabad,310000,519,476,Cloudy,Low
18:00,No,Tuesday,Yes,Hyderabad,Chandanagar,390000,408,89,Sunny,High
17:00,Yes,Wednesday,Yes,Kolkata,Esplanade,200000,303,434,Cloudy,Low
18:00,No,Thursday,Yes,Chennai,Anna Nagar,820000,825,462,Cloudy,Medium
19:00,Yes,Monday,Yes,Kolkata,Maniktala,350000,965,119,Rainy,High
09:00,Yes,Saturday,Yes,Mumbai,Prabhadevi,2250000,725,239,Rainy,High
11:00,Yes,Monday,Yes,Kolkata,Rajarhat,240000,648,436,Rainy,High
20:00,No,Monday,Yes,Chennai,Choolaimedu,1140000,721,86,Sunny,High
10:00,Yes,Monday,Yes,Kolkata,Salt Lake,250000,704,68,Sunny,High
17:00,Yes,Wednesday,Yes,Hyderabad,Charminar,210000,651,71,Cloudy,High
22:00,Yes,Monday,Yes,Chennai,Royapettah,1200000,998,415,Cloudy,Low
15:00,Yes,Monday,Yes,Chennai,Royapettah,1200000,429,85,Cloudy,High
16:00,No,Monday,Yes,Bengaluru,Nagavara,620000,574,409,Cloudy,Medium
18:00,Yes,Saturday,Yes,Bengaluru,Majestic,560000,111,354,Cloudy,High
11:00,No,Sunday,No,Kolkata,Sealdah,220000,337,337,Foggy,Medium
11:00,No,Monday,Yes,Kolkata,Rajarhat,240000,135,419,Rainy,Low
15:00,No,Sunday,No,Kolkata,Cossipore,570000,373,147,Foggy,Low
09:00,No,Thursday,Yes,Hyderabad,Nizampet,400000,559,415,Cloudy,High
20:00,No,Sunday,No,Kolkata,Cossipore,570000,766,412,Rainy,Low
11:00,No,Saturday,Yes,Bengaluru,Vijayanagar,260000,356,248,Rainy,High
21:00,No,Saturday,Yes,Mumbai,Mazgaon,2400000,744,490,Rainy,Medium
19:00,No,Saturday,Yes,Hyderabad,Alwal,290000,127,463,Sunny,High
13:00,No,Tuesday,Yes,Kolkata,Sealdah,220000,597,271,Sunny,Medium
10:00,No,Wednesday,Yes,Kolkata,Joka,530000,196,357,Foggy,Low
22:00,Yes,Thursday,Yes,Kolkata,Cossipore,570000,174,369,Cloudy,Medium
09:00,No,Sunday,No,Kolkata,Salt Lake,250000,312,403,Foggy,Low
20:00,No,Sunday,No,Chennai,Guindy,1340000,493,401,Rainy,Low
22:00,Yes,Wednesday,Yes,Chennai,Choolaimedu,1140000,678,74,Cloudy,Low
19:00,Yes,Thursday,Yes,Bengaluru,MG Road,340000,337,90,Rainy,High
16:00,No,Monday,Yes,Bengaluru,Majestic,560000,937,53,Cloudy,Low
19:00,No,Monday,Yes,Mumbai,Girgaon,2550000,100,142,Rainy,High
21:00,Yes,Tuesday,Yes,Chennai,Mylapore,780000,900,481,Foggy,High
08:00,Yes,Thursday,Yes,Mumbai,Andheri West,1300000,647,239,Cloudy,Medium
08:00,Yes,Sunday,No,Bengaluru,Nagavara,620000,339,234,Rainy,High
14:00,No,Sunday,No,Chennai,Anna Nagar,820000,430,255,Cloudy,Medium
08:00,Yes,Thursday,Yes,Chennai,Adyar,850000,538,138,Rainy,Low
21:00,No,Sunday,No,Hyderabad,Himayatnagar,230000,769,209,Cloudy,Medium
18:00,Yes,Monday,Yes,Hyderabad,Chandanagar,390000,832,202,Rainy,High
20:00,No,Tuesday,Yes,Hyderabad,Alwal,290000,756,183,Rainy,Medium
19:00,No,Monday,Yes,Mumbai,Andheri West,1300000,289,474,Foggy,Low
10:00,No,Thursday,Yes,Hyderabad,Chandanagar,390000,941,171,Sunny,Medium
15:00,No,Monday,Yes,Chennai,T Nagar,800000,543,423,Cloudy,High
12:00,No,Saturday,Yes,Chennai,Mandaveli,1120000,921,353,Cloudy,Medium
15:00,Yes,Saturday,Yes,Chennai,Anna Nagar,820000,207,319,Sunny,Medium
20:00,No,Wednesday,Yes,Bengaluru,Yelahanka,270000,909,223,Rainy,High
17:00,Yes,Thursday,Yes,Kolkata,Rajarhat,240000,609,139,Sunny,High
15:00,No,Sunday,No,Mumbai,Lower Parel,1550000,973,450,Foggy,Medium
15:00,Yes,Thursday,Yes,Kolkata,Esplanade,200000,203,493,Foggy,Low
12:00,No,Sunday,No,Chennai,Mandaveli,1120000,231,290,Rainy,High
22:00,No,Wednesday,Yes,Hyderabad,Gachibowli,140000,631,66,Rainy,Low
12:00,Yes,Friday,Yes,Kolkata,Cossipore,570000,389,314,Cloudy,Low
11:00,No,Sunday,No,Hyderabad,Shamshabad,310000,509,68,Cloudy,Medium
18:00,Yes,Wednesday,Yes,Bengaluru,Nagavara,620000,987,131,Foggy,High
12:00,No,Tuesday,Yes,Mumbai,Prabhadevi,2250000,249,90,Sunny,High
12:00,Yes,Tuesday,Yes,Bengaluru,Vijayanagar,260000,389,144,Foggy,Low
08:00,No,Wednesday,Yes,Mumbai,Juhu Beach,1150000,805,291,Rainy,High
16:00,Yes,Tuesday,Yes,Chennai,Anna Nagar,820000,914,478,Rainy,High
11:00,Yes,Friday,Yes,Mumbai,Girgaon,2550000,883,378,Foggy,Low
09:00,No,Monday,Yes,Bengaluru,Yelahanka,270000,301,496,Cloudy,Low
18:00,Yes,Thursday,Yes,Bengaluru,Jayanagar,250000,958,187,Foggy,Low
19:00,Yes,Sunday,No,Kolkata,Sealdah,220000,792,73,Foggy,High
18:00,Yes,Saturday,Yes,Kolkata,Joka,530000,203,398,Cloudy,Medium
10:00,Yes,Saturday,Yes,Bengaluru,Vijayanagar,260000,992,486,Rainy,Medium
16:00,No,Sunday,No,Hyderabad,Gachibowli,140000,641,114,Foggy,Low
16:00,Yes,Monday,Yes,Chennai,Choolaimedu,1140000,270,246,Rainy,High
09:00,Yes,Wednesday,Yes,Hyderabad,Patancheru,380000,388,346,Cloudy,Medium
17:00,Yes,Monday,Yes,Mumbai,Dadar East,1250000,209,280,Foggy,High
22:00,Yes,Wednesday,Yes,Bengaluru,Koramangala,300000,398,71,Rainy,Low
21:00,Yes,Wednesday,Yes,Chennai,Nungambakkam,900000,759,131,Rainy,Low
22:00,No,Monday,Yes,Kolkata,Cossipore,570000,630,380,Sunny,Low
16:00,Yes,Sunday,No,Hyderabad,Gachibowli,140000,769,71,Foggy,High
22:00,Yes,Tuesday,Yes,Kolkata,Salt Lake,250000,719,183,Foggy,High
21:00,No,Thursday,Yes,Bengaluru,Jayanagar,250000,951,387,Sunny,Low
21:00,Yes,Monday,Yes,Chennai,Nungambakkam,900000,928,478,Rainy,Medium
08:00,No,Friday,Yes,Bengaluru,Majestic,560000,947,206,Foggy,Medium
22:00,Yes,Sunday,No,Chennai,Chromepet,1320000,576,91,Foggy,Low
11:00,No,Friday,Yes,Chennai,Royapettah,1200000,575,302,Sunny,High
21:00,Yes,Sunday,No,Hyderabad,Attapur,260000,666,177,Foggy,High
08:00,Yes,Thursday,Yes,Bengaluru,Ulsoor,220000,872,88,Cloudy,High
19:00,Yes,Tuesday,Yes,Chennai,T Nagar,800000,263,273,Cloudy,Medium
17:00,Yes,Thursday,Yes,Bengaluru,Jayanagar,250000,935,484,Cloudy,High
08:00,Yes,Wednesday,Yes,Hyderabad,Gachibowli,140000,968,237,Rainy,Low
22:00,No,Tuesday,Yes,Bengaluru,Jayanagar,250000,904,206,Cloudy,High
22:00,Yes,Monday,Yes,Hyderabad,Himayatnagar,230000,400,449,Sunny,High
18:00,No,Tuesday,Yes,Bengaluru,Hebbal,290000,947,459,Sunny,Low
11:00,No,Monday,Yes,Bengaluru,Nagavara,620000,688,438,Rainy,Medium
20:00,Yes,Monday,Yes,Chennai,Royapettah,1200000,583,171,Rainy,Low
14:00,No,Saturday,Yes,Chennai,Adyar,850000,970,106,Sunny,Medium
14:00,Yes,Wednesday,Yes,Bengaluru,Koramangala,300000,231,159,Foggy,Low
12:00,Yes,Thursday,Yes,Kolkata,Alipore,550000,388,393,Cloudy,Medium
12:00,No,Saturday,Yes,Hyderabad,Nizampet,400000,551,316,Rainy,Low
20:00,No,Saturday,Yes,Bengaluru,Majestic,560000,857,220,Cloudy,Medium
18:00,Yes,Wednesday,Yes,Chennai,Chromepet,1320000,915,176,Cloudy,High
18:00,No,Saturday,Yes,Bengaluru,Jayanagar,250000,195,258,Sunny,Low
11:00,Yes,Friday,Yes,Hyderabad,Alwal,290000,316,453,Sunny,Low
22:00,Yes,Sunday,No,Bengaluru,Vijayanagar,260000,866,400,Sunny,Medium
20:00,Yes,Friday,Yes,Bengaluru,Yelahanka,270000,809,115,Cloudy,Low
16:00,Yes,Saturday,Yes,Mumbai,Dadar East,1250000,101,100,Sunny,Medium
18:00,No,Sunday,No,Bengaluru,Koramangala,300000,639,361,Sunny,Low
09:00,No,Sunday,No,Kolkata,Tangra,510000,206,478,Rainy,Low
19:00,Yes,Friday,Yes,Mumbai,Prabhadevi,2250000,195,377,Foggy,Low
21:00,No,Friday,Yes,Kolkata,Dum Dum,270000,741,131,Rainy,Low
19:00,Yes,Wednesday,Yes,Hyderabad,Alwal,290000,922,186,Sunny,High
19:00,No,Friday,Yes,Bengaluru,Ulsoor,220000,402,121,Rainy,Low
21:00,No,Wednesday,Yes,Mumbai,Lower Parel,1550000,266,361,Cloudy,Low
16:00,No,Tuesday,Yes,Chennai,T Nagar,800000,550,412,Rainy,High
20:00,Yes,Sunday,No,Kolkata,Esplanade,200000,420,223,Foggy,High
11:00,No,Friday,Yes,Bengaluru,Nagavara,620000,426,300,Sunny,Medium
18:00,No,Wednesday,Yes,Kolkata,Maniktala,350000,658,256,Foggy,Medium
08:00,No,Tuesday,Yes,Mumbai,Lower Parel,1550000,521,424,Foggy,Medium
12:00,No,Wednesday,Yes,Bengaluru,MG Road,340000,826,428,Foggy,Low
22:00,Yes,Monday,Yes,Bengaluru,Vijayanagar,260000,353,207,Cloudy,Medium
09:00,Yes,Wednesday,Yes,Bengaluru,Hebbal,290000,750,50,Rainy,High
10:00,Yes,Wednesday,Yes,Bengaluru,Koramangala,300000,294,351,Sunny,Low
08:00,No,Tuesday,Yes,Mumbai,Prabhadevi,2250000,630,225,Cloudy,Low
19:00,No,Sunday,No,Chennai,Nungambakkam,900000,175,272,Rainy,High
11:00,No,Sunday,No,Chennai,Mandaveli,1120000,462,244,Foggy,Low
10:00,No,Friday,Yes,Chennai,Mandaveli,1120000,265,252,Cloudy,Low
17:00,No,Thursday,Yes,Mumbai,Dadar East,1250000,652,231,Rainy,Low
17:00,Yes,Wednesday,Yes,Kolkata,Joka,530000,968,371,Foggy,High
08:00,Yes,Tuesday,Yes,Chennai,Mylapore,780000,376,82,Foggy,High
09:00,Yes,Friday,Yes,Bengaluru,Hulimavu,600000,902,286,Cloudy,High
08:00,Yes,Friday,Yes,Chennai,Choolaimedu,1140000,284,404,Cloudy,High
13:00,Yes,Tuesday,Yes,Hyderabad,Himayatnagar,230000,267,115,Cloudy,Medium
08:00,Yes,Saturday,Yes,Chennai,Adyar,850000,601,186,Sunny,Medium
19:00,Yes,Tuesday,Yes,Chennai,Choolaimedu,1140000,946,215,Rainy,Low
08:00,Yes,Saturday,Yes,Chennai,Chromepet,1320000,942,337,Sunny,Low
20:00,Yes,Wednesday,Yes,Kolkata,Alipore,550000,717,86,Rainy,Medium
19:00,No,Monday,Yes,Mumbai,Andheri West,1300000,914,120,Rainy,High
18:00,Yes,Sunday,No,Hyderabad,Chandanagar,390000,517,237,Cloudy,High
10:00,No,Sunday,No,Chennai,Choolaimedu,1140000,333,406,Rainy,High
18:00,Yes,Friday,Yes,Bengaluru,Vijayanagar,260000,875,281,Sunny,Medium
16:00,Yes,Thursday,Yes,Bengaluru,Ulsoor,220000,402,106,Sunny,Medium
10:00,No,Friday,Yes,Kolkata,Salt Lake,250000,538,162,Foggy,High
20:00,No,Thursday,Yes,Bengaluru,Yelahanka,270000,698,368,Cloudy,High
18:00,No,Tuesday,Yes,Hyderabad,Alwal,290000,197,180,Rainy,High
21:00,Yes,Sunday,No,Chennai,Adyar,850000,326,235,Rainy,High
20:00,Yes,Thursday,Yes,Hyderabad,Himayatnagar,230000,327,150,Cloudy,High
13:00,Yes,Tuesday,Yes,Chennai,Adyar,850000,895,272,Rainy,Medium
11:00,Yes,Tuesday,Yes,Kolkata,Cossipore,570000,346,455,Sunny,Low
12:00,No,Saturday,Yes,Kolkata,Esplanade,200000,894,109,Rainy,Low
14:00,Yes,Wednesday,Yes,Bengaluru,Jayanagar,250000,524,489,Foggy,High
20:00,Yes,Friday,Yes,Bengaluru,Majestic,560000,189,187,Foggy,High
15:00,No,Friday,Yes,Kolkata,Tangra,510000,446,301,Sunny,High
21:00,Yes,Monday,Yes,Chennai,T Nagar,800000,405,93,Sunny,Medium
08:00,No,Tuesday,Yes,Chennai,T Nagar,800000,471,266,Foggy,Medium
19:00,Yes,Thursday,Yes,Bengaluru,Jayanagar,250000,963,413,Rainy,High
10:00,No,Wednesday,Yes,Chennai,Choolaimedu,1140000,444,453,Foggy,Low
18:00,No,Wednesday,Yes,Kolkata,Joka,530000,452,188,Sunny,Low
20:00,Yes,Monday,Yes,Chennai,Chromepet,1320000,657,158,Foggy,High
10:00,No,Saturday,Yes,Kolkata,Sealdah,220000,762,451,Foggy,Low
12:00,Yes,Saturday,Yes,Hyderabad,Alwal,290000,654,346,Cloudy,Medium
11:00,Yes,Saturday,Yes,Bengaluru,Hulimavu,600000,320,458,Foggy,High
10:00,Yes,Wednesday,Yes,Kolkata,Joka,530000,323,175,Rainy,Medium
08:00,Yes,Tuesday,Yes,Chennai,Choolaimedu,1140000,746,247,Rainy,Medium
21:00,No,Monday,Yes,Chennai,Adyar,850000,764,253,Sunny,High
09:00,No,Tuesday,Yes,Chennai,Guindy,1340000,907,362,Sunny,High
13:00,No,Friday,Yes,Mumbai,Chembur,1650000,554,337,Rainy,Medium
12:00,No,Sunday,No,Chennai,Mylapore,780000,378,489,Foggy,Medium
12:00,Yes,Saturday,Yes,Hyderabad,Alwal,290000,593,129,Sunny,Low
14:00,Yes,Thursday,Yes,Hyderabad,Alwal,290000,445,367,Foggy,High
11:00,Yes,Tuesday,Yes,Kolkata,Cossipore,570000,813,131,Cloudy,Medium
14:00,Yes,Friday,Yes,Bengaluru,MG Road,340000,387,288,Cloudy,High
11:00,Yes,Saturday,Yes,Chennai,Adyar,850000,597,432,Rainy,High
12:00,No,Thursday,Yes,Kolkata,Cossipore,570000,910,185,Cloudy,Low
13:00,No,Wednesday,Yes,Kolkata,Tangra,510000,836,486,Sunny,Medium
21:00,No,Friday,Yes,Hyderabad,Begumpet,190000,327,312,Foggy,High
09:00,Yes,Wednesday,Yes,Chennai,Anna Nagar,820000,790,385,Rainy,Low
09:00,Yes,Tuesday,Yes,Chennai,Royapettah,1200000,150,177,Cloudy,Medium
21:00,No,Sunday,No,Mumbai,Chembur,1650000,774,498,Sunny,Low
16:00,No,Friday,Yes,Mumbai,Dadar East,1250000,124,440,Sunny,High
10:00,No,Tuesday,Yes,Bengaluru,Vijayanagar,260000,919,486,Rainy,Medium
17:00,No,Monday,Yes,Chennai,Anna Nagar,820000,659,393,Foggy,Medium
20:00,No,Monday,Yes,Bengaluru,Majestic,560000,848,95,Foggy,Low
18:00,Yes,Wednesday,Yes,Mumbai,Mazgaon,2400000,271,162,Cloudy,Low
14:00,Yes,Thursday,Yes,Hyderabad,Begumpet,190000,683,389,Rainy,Low
16:00,No,Saturday,Yes,Bengaluru,Jayanagar,250000,138,132,Sunny,Medium
15:00,No,Monday,Yes,Chennai,T Nagar,800000,453,188,Rainy,High
19:00,Yes,Thursday,Yes,Bengaluru,MG Road,340000,633,383,Cloudy,High
13:00,No,Friday,Yes,Kolkata,Cossipore,570000,828,311,Rainy,High
14:00,Yes,Wednesday,Yes,Hyderabad,Himayatnagar,230000,387,212,Cloudy,High
14:00,No,Wednesday,Yes,Bengaluru,Vijayanagar,260000,153,368,Sunny,Medium
22:00,No,Monday,Yes,Kolkata,Alipore,550000,414,196,Rainy,High
21:00,Yes,Friday,Yes,Chennai,T Nagar,800000,636,122,Cloudy,High
08:00,Yes,Friday,Yes,Bengaluru,Ulsoor,220000,928,170,Rainy,Low
14:00,No,Saturday,Yes,Bengaluru,Majestic,560000,813,126,Rainy,Medium
08:00,Yes,Sunday,No,Chennai,Mylapore,780000,406,325,Cloudy,High
16:00,Yes,Friday,Yes,Kolkata,Salt Lake,250000,118,470,Foggy,Medium
13:00,No,Sunday,No,Mumbai,Matunga,2300000,714,162,Rainy,Medium
21:00,Yes,Tuesday,Yes,Mumbai,Lower Parel,1550000,529,79,Cloudy,High
21:00,No,Saturday,Yes,Mumbai,Juhu Beach,1150000,839,251,Sunny,Medium
15:00,No,Tuesday,Yes,Kolkata,Alipore,550000,641,213,Foggy,High
08:00,No,Thursday,Yes,Kolkata,Dum Dum,270000,262,154,Foggy,Low
11:00,Yes,Saturday,Yes,Chennai,Nungambakkam,900000,143,325,Cloudy,High
18:00,No,Thursday,Yes,Hyderabad,Patancheru,380000,502,408,Foggy,Low
11:00,Yes,Monday,Yes,Chennai,Chromepet,1320000,716,371,Cloudy,High
16:00,Yes,Tuesday,Yes,Hyderabad,Himayatnagar,230000,219,56,Foggy,High
16:00,Yes,Friday,Yes,Chennai,Royapettah,1200000,371,396,Rainy,High
09:00,Yes,Saturday,Yes,Bengaluru,Majestic,560000,231,155,Foggy,High
18:00,No,Wednesday,Yes,Chennai,Guindy,1340000,786,416,Sunny,Medium
17:00,Yes,Saturday,Yes,Chennai,T Nagar,800000,640,149,Foggy,High
21:00,Yes,Wednesday,Yes,Chennai,Mandaveli,1120000,865,131,Cloudy,Low
21:00,No,Sunday,No,Kolkata,Rajarhat,240000,218,300,Cloudy,High
16:00,Yes,Tuesday,Yes,Kolkata,Dum Dum,270000,401,62,Rainy,High
17:00,No,Saturday,Yes,Kolkata,Esplanade,200000,966,180,Foggy,Low
20:00,Yes,Sunday,No,Bengaluru,Jayanagar,250000,507,105,Sunny,Low
13:00,Yes,Saturday,Yes,Kolkata,Cossipore,570000,625,103,Cloudy,Low
11:00,No,Tuesday,Yes,Hyderabad,Patancheru,380000,495,212,Rainy,Low
19:00,No,Friday,Yes,Bengaluru,Ulsoor,220000,223,500,Sunny,Low
13:00,Yes,Thursday,Yes,Hyderabad,Chandanagar,390000,907,61,Sunny,Medium
13:00,Yes,Wednesday,Yes,Bengaluru,Vijayanagar,260000,949,341,Cloudy,Medium
14:00,Yes,Wednesday,Yes,Mumbai,Lower Parel,1550000,354,394,Foggy,High
13:00,No,Saturday,Yes,Mumbai,Lower Parel,1550000,315,367,Cloudy,High
10:00,No,Friday,Yes,Bengaluru,Ulsoor,220000,449,285,Sunny,High
08:00,Yes,Tuesday,Yes,Chennai,Mandaveli,1120000,742,170,Foggy,Medium
12:00,No,Monday,Yes,Hyderabad,Himayatnagar,230000,147,278,Rainy,High
09:00,Yes,Saturday,Yes,Chennai,T Nagar,800000,151,360,Cloudy,Medium
08:00,Yes,Friday,Yes,Chennai,Anna Nagar,820000,429,85,Foggy,Medium
10:00,No,Wednesday,Yes,Chennai,Anna Nagar,820000,463,360,Foggy,High
22:00,Yes,Wednesday,Yes,Chennai,Mandaveli,1120000,443,486,Cloudy,Low
10:00,Yes,Wednesday,Yes,Mumbai,Chembur,1650000,601,93,Foggy,Low
19:00,Yes,Saturday,Yes,Mumbai,Prabhadevi,2250000,966,248,Rainy,Medium
21:00,Yes,Saturday,Yes,Bengaluru,Hulimavu,600000,439,356,Cloudy,High
09:00,No,Thursday,Yes,Hyderabad,Alwal,290000,458,197,Foggy,Low
22:00,Yes,Monday,Yes,Hyderabad,Nizampet,400000,637,310,Cloudy,Medium
16:00,Yes,Saturday,Yes,Mumbai,Chembur,1650000,833,210,Sunny,High
14:00,No,Wednesday,Yes,Bengaluru,Ulsoor,220000,169,324,Cloudy,Low
21:00,No,Thursday,Yes,Chennai,Royapettah,1200000,141,178,Foggy,Medium
14:00,No,Monday,Yes,Bengaluru,Koramangala,300000,505,280,Rainy,Medium
22:00,No,Friday,Yes,Kolkata,Esplanade,200000,732,342,Cloudy,Low
13:00,No,Wednesday,Yes,Bengaluru,Vijayanagar,260000,553,81,Rainy,High
08:00,Yes,Tuesday,Yes,Chennai,Mandaveli,1120000,884,467,Cloudy,Medium
13:00,No,Saturday,Yes,Kolkata,Rajarhat,240000,422,323,Foggy,Low
21:00,No,Monday,Yes,Chennai,Chromepet,1320000,709,177,Rainy,Medium
13:00,No,Tuesday,Yes,Mumbai,Kalbadevi,2450000,665,262,Sunny,High
09:00,No,Tuesday,Yes,Kolkata,Joka,530000,463,389,Foggy,High
21:00,Yes,Tuesday,Yes,Kolkata,Joka,530000,423,79,Rainy,Low
13:00,Yes,Sunday,No,Chennai,Mandaveli,1120000,393,498,Rainy,High
14:00,Yes,Friday,Yes,Kolkata,Maniktala,350000,665,485,Rainy,Low
10:00,Yes,Wednesday,Yes,Kolkata,Sealdah,220000,334,375,Cloudy,High
16:00,No,Sunday,No,Kolkata,Alipore,550000,675,433,Rainy,High
08:00,Yes,Tuesday,Yes,Chennai,Mandaveli,1120000,369,90,Sunny,Medium
19:00,Yes,Wednesday,Yes,Chennai,Nungambakkam,900000,664,442,Cloudy,High
